code,title,description,synonym
G43D0,Abdominal migraine,"Abdominal migraine (AM) is a functional disorder that usually manifests in childhood and adolescence, without a clear pathologic mechanism or biochemical irregularity. Children frequently experience sporadic episodes of excruciating central abdominal pain accompanied by migrainous symptoms like nausea, vomiting, severe headaches, and general pallor. Abdominal migraine can be diagnosed based on clinical criteria and the exclusion of other disorders.
The US Food and Drug Administration has not approved any drugs for the treatment of abdominal migraine. The goal of treatment is usually to prevent attacks, and this is often achieved through nonpharmacologic intervention.
Research has indicated that the incidence of abdominal migraine in children falls within the range of 0.4% to 4%. The condition primarily affects children aged 3 to 10 years, with a higher prevalence in females.","here are the symptoms separated by semicolons:

abdominal pain; nausea; vomiting; severe headaches; general pallor; excruciating central abdominal pain; migrainous symptoms"
G43D1,Abdominal migraine,"Abdominal migraine (AM) is a functional disorder that usually manifests in childhood and adolescence, without a clear pathologic mechanism or biochemical irregularity. Children frequently experience sporadic episodes of excruciating central abdominal pain accompanied by migrainous symptoms like nausea, vomiting, severe headaches, and general pallor. Abdominal migraine can be diagnosed based on clinical criteria and the exclusion of other disorders.
The US Food and Drug Administration has not approved any drugs for the treatment of abdominal migraine. The goal of treatment is usually to prevent attacks, and this is often achieved through nonpharmacologic intervention.
Research has indicated that the incidence of abdominal migraine in children falls within the range of 0.4% to 4%. The condition primarily affects children aged 3 to 10 years, with a higher prevalence in females.",excruciating central abdominal pain; nausea; vomiting; severe headaches; general pallor; migrainous symptoms
G44041,Chronic paroxysmal hemicrania,"Chronic paroxysmal hemicrania (CPH) is a severe debilitating unilateral headache usually affecting the area around the eye.  It normally consists of multiple severe, yet short, headache attacks affecting only one side of the cranium. Retrospective surveys indicated that paroxysmal hemicrania was more common in women. However, subsequent prospective research showed an equal prevalence between females and males, with a ratio close to 1:1. Unlike in migraine, it has no neurological symptoms associated with it. CPH headaches are treated through the use of non-steroidal anti-inflammatory drugs, with indomethacin found to be especially effective in eliminating symptoms.
Paroxysmal hemicrania is classified by the characteristic (high) frequency and (short) duration of attacks experienced by patients that is somewhat similar to cluster headaches, despite some important differences explained below. Episodic paroxysmal hemicrania attacks occur at least twice a year and last anywhere from seven days to a year with pain free periods of a month or longer separating them. Chronic paroxysmal hemicrania attacks occur over the course of more than a year without remission or with remissions lasting less than a month.","here are the symptoms separated by semicolons:

severe debilitating unilateral headache usually affecting the area around the eye; multiple severe short headache attacks affecting only one side of the cranium; neurological symptoms not associated with it; episodic paroxysmal hemicrania attacks at least twice a year; pain free periods of a month or longer separating them; chronic paroxysmal hemicrania attacks over more than a year without remission; remissions lasting less than a month"
G44049,Chronic paroxysmal hemicrania,"Chronic paroxysmal hemicrania (CPH) is a severe debilitating unilateral headache usually affecting the area around the eye.  It normally consists of multiple severe, yet short, headache attacks affecting only one side of the cranium. Retrospective surveys indicated that paroxysmal hemicrania was more common in women. However, subsequent prospective research showed an equal prevalence between females and males, with a ratio close to 1:1. Unlike in migraine, it has no neurological symptoms associated with it. CPH headaches are treated through the use of non-steroidal anti-inflammatory drugs, with indomethacin found to be especially effective in eliminating symptoms.
Paroxysmal hemicrania is classified by the characteristic (high) frequency and (short) duration of attacks experienced by patients that is somewhat similar to cluster headaches, despite some important differences explained below. Episodic paroxysmal hemicrania attacks occur at least twice a year and last anywhere from seven days to a year with pain free periods of a month or longer separating them. Chronic paroxysmal hemicrania attacks occur over the course of more than a year without remission or with remissions lasting less than a month.","severe debilitating unilateral headache usually affecting the area around the eye; multiple severe short headaches affecting one side of the cranium; neurological symptoms not associated with it; non-steroidal anti-inflammatory drugs effective in eliminating symptoms; episodic attacks at least twice a year, lasting 7 days to 1 year with pain free periods of 1 month or longer separating them; chronic attacks over more than 1 year without remission or with less than 1 month remissions."
G4700,Insomnia,"Insomnia, also known as sleeplessness, is a sleep disorder causing difficulty falling asleep or staying asleep for as long as desired. Insomnia is typically followed by daytime sleepiness, low energy, irritability, and a depressed mood. It may result in an increased risk of accidents as well as problems focusing and learning. Insomnia can be short-term, lasting for days or weeks, or long-term, lasting more than a month. 
The concept of the word insomnia has two distinct possibilities: insomnia disorder or insomnia symptoms.
Insomnia can occur independently or as a result of another problem. Conditions that can result in insomnia include psychological stress, chronic pain, heart failure, hyperthyroidism, heartburn, restless leg syndrome, menopause, certain medications, and drugs such as caffeine, nicotine, and alcohol. Risk factors include working night shifts and sleep apnea. Diagnosis is based on sleep habits and an examination to look for underlying causes. A sleep study may be done to look for underlying sleep disorders. Screening may be done with questions like ""Do you experience difficulty sleeping?"" or ""Do you have difficulty falling or staying asleep?""
Although their efficacy as first line treatments is not unequivocally established, sleep hygiene and lifestyle changes are typically the first treatment for insomnia. Sleep hygiene includes a consistent bedtime, a quiet and dark room, exposure to sunlight during the day and regular exercise. Cognitive behavioral therapy may be added to this. While sleeping pills may help, they are sometimes associated with injuries, dementia, and addiction. These medications are not recommended for more than four or five weeks. The effectiveness and safety of alternative medicine are unclear.
Between 10% and 30% of adults have insomnia at any given point in time, and up to half of people have insomnia in a given year. About 6% of people have insomnia that is not due to another problem and lasts for more than a month. People over the age of 65 are affected more often than younger people. Women are more often affected than men. Descriptions of insomnia occur at least as far back as ancient Greece.","here are the symptoms of insomnia listed separated by semicolons:

insomnia; difficulty falling asleep or staying asleep for as long as desired; daytime sleepiness; low energy; irritability; depressed mood; increased risk of accidents; problems focusing and learning; short-term insomnia (days or weeks); long-term insomnia (more than a month)."
G4701,Insomnia,"Insomnia, also known as sleeplessness, is a sleep disorder causing difficulty falling asleep or staying asleep for as long as desired. Insomnia is typically followed by daytime sleepiness, low energy, irritability, and a depressed mood. It may result in an increased risk of accidents as well as problems focusing and learning. Insomnia can be short-term, lasting for days or weeks, or long-term, lasting more than a month. 
The concept of the word insomnia has two distinct possibilities: insomnia disorder or insomnia symptoms.
Insomnia can occur independently or as a result of another problem. Conditions that can result in insomnia include psychological stress, chronic pain, heart failure, hyperthyroidism, heartburn, restless leg syndrome, menopause, certain medications, and drugs such as caffeine, nicotine, and alcohol. Risk factors include working night shifts and sleep apnea. Diagnosis is based on sleep habits and an examination to look for underlying causes. A sleep study may be done to look for underlying sleep disorders. Screening may be done with questions like ""Do you experience difficulty sleeping?"" or ""Do you have difficulty falling or staying asleep?""
Although their efficacy as first line treatments is not unequivocally established, sleep hygiene and lifestyle changes are typically the first treatment for insomnia. Sleep hygiene includes a consistent bedtime, a quiet and dark room, exposure to sunlight during the day and regular exercise. Cognitive behavioral therapy may be added to this. While sleeping pills may help, they are sometimes associated with injuries, dementia, and addiction. These medications are not recommended for more than four or five weeks. The effectiveness and safety of alternative medicine are unclear.
Between 10% and 30% of adults have insomnia at any given point in time, and up to half of people have insomnia in a given year. About 6% of people have insomnia that is not due to another problem and lasts for more than a month. People over the age of 65 are affected more often than younger people. Women are more often affected than men. Descriptions of insomnia occur at least as far back as ancient Greece.","insomnia; difficulty falling asleep or staying asleep for as long as desired
daytime sleepiness
low energy
irritability
depressed mood
increased risk of accidents
problems focusing and learning
short-term insomnia lasting days or weeks
long-term insomnia lasting more than a month
psychological stress
chronic pain
heart failure
hyperthyroidism
restless leg syndrome
menopause
certain medications
drugs such as caffeine, nicotine, and alcohol
risk factors include working night shifts and sleep apnea"
G4709,Insomnia,"Insomnia, also known as sleeplessness, is a sleep disorder causing difficulty falling asleep or staying asleep for as long as desired. Insomnia is typically followed by daytime sleepiness, low energy, irritability, and a depressed mood. It may result in an increased risk of accidents as well as problems focusing and learning. Insomnia can be short-term, lasting for days or weeks, or long-term, lasting more than a month. 
The concept of the word insomnia has two distinct possibilities: insomnia disorder or insomnia symptoms.
Insomnia can occur independently or as a result of another problem. Conditions that can result in insomnia include psychological stress, chronic pain, heart failure, hyperthyroidism, heartburn, restless leg syndrome, menopause, certain medications, and drugs such as caffeine, nicotine, and alcohol. Risk factors include working night shifts and sleep apnea. Diagnosis is based on sleep habits and an examination to look for underlying causes. A sleep study may be done to look for underlying sleep disorders. Screening may be done with questions like ""Do you experience difficulty sleeping?"" or ""Do you have difficulty falling or staying asleep?""
Although their efficacy as first line treatments is not unequivocally established, sleep hygiene and lifestyle changes are typically the first treatment for insomnia. Sleep hygiene includes a consistent bedtime, a quiet and dark room, exposure to sunlight during the day and regular exercise. Cognitive behavioral therapy may be added to this. While sleeping pills may help, they are sometimes associated with injuries, dementia, and addiction. These medications are not recommended for more than four or five weeks. The effectiveness and safety of alternative medicine are unclear.
Between 10% and 30% of adults have insomnia at any given point in time, and up to half of people have insomnia in a given year. About 6% of people have insomnia that is not due to another problem and lasts for more than a month. People over the age of 65 are affected more often than younger people. Women are more often affected than men. Descriptions of insomnia occur at least as far back as ancient Greece.","here are the symptoms separated by semicolons:

insomnia; difficulty falling asleep or staying asleep for as long as desired; daytime sleepiness; low energy; irritability; depressed mood; increased risk of accidents; problems focusing and learning; short-term insomnia (days or weeks); long-term insomnia (more than a month)"
G4710,Hypersomnia,"Hypersomnia is a neurological disorder of excessive time spent sleeping or excessive sleepiness. It can have many possible causes (such as seasonal affective disorder) and can cause distress and problems with functioning. In the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), hypersomnolence, of which there are several subtypes, appears under sleep-wake disorders.
Hypersomnia is a pathological state characterized by a lack of alertness during the waking episodes of the day. It is not to be confused with fatigue, which is a normal physiological state. Daytime sleepiness appears most commonly during situations where little interaction is needed.
Since hypersomnia impairs patients' attention levels (wakefulness), quality of life may be impacted as well. This is especially true for people whose jobs request high levels of attention, such as in the healthcare field.
This is not to be confused with clinophilia, a sleep disorder where a person intentionally refuses to get out of bed, regardless of a disease or not.

","here are the symptoms extracted separated by semicolons:

excessive time spent sleeping; excessive sleepiness; seasonal affective disorder; distress; problems with functioning; hypersomnolence; lack of alertness during waking episodes; daytime sleepiness; impaired attention levels; quality of life impairment; high levels of attention requirement for patients; clinophilia"
G4711,Hypersomnia,"Hypersomnia is a neurological disorder of excessive time spent sleeping or excessive sleepiness. It can have many possible causes (such as seasonal affective disorder) and can cause distress and problems with functioning. In the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), hypersomnolence, of which there are several subtypes, appears under sleep-wake disorders.
Hypersomnia is a pathological state characterized by a lack of alertness during the waking episodes of the day. It is not to be confused with fatigue, which is a normal physiological state. Daytime sleepiness appears most commonly during situations where little interaction is needed.
Since hypersomnia impairs patients' attention levels (wakefulness), quality of life may be impacted as well. This is especially true for people whose jobs request high levels of attention, such as in the healthcare field.
This is not to be confused with clinophilia, a sleep disorder where a person intentionally refuses to get out of bed, regardless of a disease or not.

","here are the symptoms separated by semicolons:

excessive time spent sleeping; excessive sleepiness; distress; problems with functioning; seasonal affective disorder; lack of alertness during waking episodes of day; fatigue; impaired attention levels; quality of life impacted; daytime sleepiness; clinophilia."
G4712,Hypersomnia,"Hypersomnia is a neurological disorder of excessive time spent sleeping or excessive sleepiness. It can have many possible causes (such as seasonal affective disorder) and can cause distress and problems with functioning. In the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), hypersomnolence, of which there are several subtypes, appears under sleep-wake disorders.
Hypersomnia is a pathological state characterized by a lack of alertness during the waking episodes of the day. It is not to be confused with fatigue, which is a normal physiological state. Daytime sleepiness appears most commonly during situations where little interaction is needed.
Since hypersomnia impairs patients' attention levels (wakefulness), quality of life may be impacted as well. This is especially true for people whose jobs request high levels of attention, such as in the healthcare field.
This is not to be confused with clinophilia, a sleep disorder where a person intentionally refuses to get out of bed, regardless of a disease or not.

","here are the symptoms separated by semicolons:

excessive time spent sleeping; excessive sleepiness; distress; problems with functioning; pathological state characterized by lack of alertness during waking episodes; daytime sleepiness; impaired attention levels (wakefulness); quality of life impacted; high levels of interaction required; clinophilia"
G4713,Hypersomnia,"Hypersomnia is a neurological disorder of excessive time spent sleeping or excessive sleepiness. It can have many possible causes (such as seasonal affective disorder) and can cause distress and problems with functioning. In the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), hypersomnolence, of which there are several subtypes, appears under sleep-wake disorders.
Hypersomnia is a pathological state characterized by a lack of alertness during the waking episodes of the day. It is not to be confused with fatigue, which is a normal physiological state. Daytime sleepiness appears most commonly during situations where little interaction is needed.
Since hypersomnia impairs patients' attention levels (wakefulness), quality of life may be impacted as well. This is especially true for people whose jobs request high levels of attention, such as in the healthcare field.
This is not to be confused with clinophilia, a sleep disorder where a person intentionally refuses to get out of bed, regardless of a disease or not.

",excessive time spent sleeping; excessive sleepiness; distress due to hypersomnolence; problems with functioning; lack of alertness during waking episodes; fatigue; normal physiological state; daytime sleepiness; impaired attention levels (wakefulness); quality of life impacted; high levels of attention required in jobs.
G4714,Hypersomnia,"Hypersomnia is a neurological disorder of excessive time spent sleeping or excessive sleepiness. It can have many possible causes (such as seasonal affective disorder) and can cause distress and problems with functioning. In the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), hypersomnolence, of which there are several subtypes, appears under sleep-wake disorders.
Hypersomnia is a pathological state characterized by a lack of alertness during the waking episodes of the day. It is not to be confused with fatigue, which is a normal physiological state. Daytime sleepiness appears most commonly during situations where little interaction is needed.
Since hypersomnia impairs patients' attention levels (wakefulness), quality of life may be impacted as well. This is especially true for people whose jobs request high levels of attention, such as in the healthcare field.
This is not to be confused with clinophilia, a sleep disorder where a person intentionally refuses to get out of bed, regardless of a disease or not.

",excessive time spent sleeping; excessive sleepiness; lack of alertness during waking episodes of the day; daytime sleepiness; impairing patients' attention levels; high levels of interaction required for work; fatigue; nighttime insomnia; difficulty staying awake in the morning; reduced productivity due to oversleeping.
G4719,Hypersomnia,"Hypersomnia is a neurological disorder of excessive time spent sleeping or excessive sleepiness. It can have many possible causes (such as seasonal affective disorder) and can cause distress and problems with functioning. In the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), hypersomnolence, of which there are several subtypes, appears under sleep-wake disorders.
Hypersomnia is a pathological state characterized by a lack of alertness during the waking episodes of the day. It is not to be confused with fatigue, which is a normal physiological state. Daytime sleepiness appears most commonly during situations where little interaction is needed.
Since hypersomnia impairs patients' attention levels (wakefulness), quality of life may be impacted as well. This is especially true for people whose jobs request high levels of attention, such as in the healthcare field.
This is not to be confused with clinophilia, a sleep disorder where a person intentionally refuses to get out of bed, regardless of a disease or not.

",excessive time spent sleeping; excessive sleepiness; lack of alertness during the waking episodes; fatigue; normal physiological state; attention levels (wakefulness); quality of life impairment; high levels of attention in jobs requiring; daytime sleepiness; difficulty getting out of bed due to illness or not; sleep-wake disorders.
G4730,Sleep apnea,"Sleep apnea (sleep apnoea or sleep apnœa in British English) is a sleep-related breathing disorder in which repetitive pauses in breathing, periods of shallow breathing, or collapse of the upper airway during sleep results in poor ventilation and sleep disruption. Each pause in breathing can last for a few seconds to a few minutes and often occurs many times a night. A choking or snorting sound may occur as breathing resumes. Common symptoms include daytime sleepiness, snoring, and non-restorative sleep despite adequate sleep time. Because the disorder disrupts normal sleep, those affected may experience sleepiness or feel tired during the day. It is often a chronic condition.
Sleep apnea may be categorized as obstructive sleep apnea (OSA), in which breathing is interrupted by a blockage of air flow, central sleep apnea (CSA), in which regular unconscious breath simply stops, or a combination of the two. OSA is the most common form. OSA has four key contributors; these include a narrow, crowded, or collapsible upper airway, an ineffective pharyngeal dilator muscle function during sleep, airway narrowing during sleep, and unstable control of breathing (high loop gain). In CSA, the basic neurological controls for breathing rate malfunction and fail to give the signal to inhale, causing the individual to miss one or more cycles of breathing. If the pause in breathing is long enough, the percentage of oxygen in the circulation can drop to a lower than normal level (hypoxemia) and the concentration of carbon dioxide can build to a higher than normal level (hypercapnia). In turn, these conditions of hypoxia and hypercapnia will trigger additional effects on the body such as Cheyne-Stokes Respiration.
Some people with sleep apnea are unaware they have the condition. In many cases it is first observed by a family member. An in-lab sleep study overnight is the preferred method for diagnosing sleep apnea. In the case of OSA, the outcome that determines disease severity and guides the treatment plan is the apnea-hypopnea index (AHI). This measurement is calculated from totaling all pauses in breathing and periods of shallow breathing lasting greater than 10 seconds and dividing the sum by total hours of recorded sleep. In contrast, for CSA the degree of respiratory effort, measured by esophageal pressure or displacement of the thoracic or abdominal cavity, is an important distinguishing factor between OSA and CSA.
A systemic disorder, sleep apnea is associated with a wide array of effects, including increased risk of car accidents, hypertension, cardiovascular disease, myocardial infarction, stroke, atrial fibrillation, insulin resistance, higher incidence of cancer, and neurodegeneration. Further research is being conducted on the potential of using biomarkers to understand which chronic diseases are associated with sleep apnea on an individual basis.
Treatment may include lifestyle changes, mouthpieces, breathing devices, and surgery. Effective lifestyle changes may include avoiding alcohol, losing weight, smoking cessation, and sleeping on one's side. Breathing devices include the use of a CPAP machine. With proper use, CPAP improves outcomes. Evidence suggests that CPAP may improve sensitivity to insulin, blood pressure, and sleepiness. Long term compliance, however, is an issue with more than half of people not appropriately using the device. In 2017, only 15% of potential patients in developed countries used CPAP machines, while in developing countries well under 1% of potential patients used CPAP. Without treatment, sleep apnea may increase the risk of heart attack, stroke, diabetes, heart failure, irregular heartbeat, obesity, and motor vehicle collisions.
OSA is a common sleep disorder. A large analysis in 2019 of the estimated prevalence of OSA found that OSA affects 936 million—1 billion people between the ages of 30–69 globally, or roughly every 1 in 10 people, and up to 30% of the elderly. Sleep apnea is somewhat more common in men than women, roughly a 2:1 ratio of men to women, and in general more people are likely to have it with older age and obesity. Other risk factors include being overweight, a family history of the condition, allergies, and enlarged tonsils.","here are the symptoms separated by semicolons:

daytime sleepiness; snoring; non-restorative sleep; poor ventilation; sleep disruption; daytime fatigue; hypoventilation; cheyne-stokes respiration; decreased lung function; reduced oxygen levels; hypercapnia; increased carbon dioxide levels; sleep-wake cycles disturbance; fragmented sleep; reduced alertness; morning headaches; neck pain; upper airway obstruction; collapse of the upper airway; choking or snorting sound during breathing resume"
G4731,Sleep apnea,"Sleep apnea (sleep apnoea or sleep apnœa in British English) is a sleep-related breathing disorder in which repetitive pauses in breathing, periods of shallow breathing, or collapse of the upper airway during sleep results in poor ventilation and sleep disruption. Each pause in breathing can last for a few seconds to a few minutes and often occurs many times a night. A choking or snorting sound may occur as breathing resumes. Common symptoms include daytime sleepiness, snoring, and non-restorative sleep despite adequate sleep time. Because the disorder disrupts normal sleep, those affected may experience sleepiness or feel tired during the day. It is often a chronic condition.
Sleep apnea may be categorized as obstructive sleep apnea (OSA), in which breathing is interrupted by a blockage of air flow, central sleep apnea (CSA), in which regular unconscious breath simply stops, or a combination of the two. OSA is the most common form. OSA has four key contributors; these include a narrow, crowded, or collapsible upper airway, an ineffective pharyngeal dilator muscle function during sleep, airway narrowing during sleep, and unstable control of breathing (high loop gain). In CSA, the basic neurological controls for breathing rate malfunction and fail to give the signal to inhale, causing the individual to miss one or more cycles of breathing. If the pause in breathing is long enough, the percentage of oxygen in the circulation can drop to a lower than normal level (hypoxemia) and the concentration of carbon dioxide can build to a higher than normal level (hypercapnia). In turn, these conditions of hypoxia and hypercapnia will trigger additional effects on the body such as Cheyne-Stokes Respiration.
Some people with sleep apnea are unaware they have the condition. In many cases it is first observed by a family member. An in-lab sleep study overnight is the preferred method for diagnosing sleep apnea. In the case of OSA, the outcome that determines disease severity and guides the treatment plan is the apnea-hypopnea index (AHI). This measurement is calculated from totaling all pauses in breathing and periods of shallow breathing lasting greater than 10 seconds and dividing the sum by total hours of recorded sleep. In contrast, for CSA the degree of respiratory effort, measured by esophageal pressure or displacement of the thoracic or abdominal cavity, is an important distinguishing factor between OSA and CSA.
A systemic disorder, sleep apnea is associated with a wide array of effects, including increased risk of car accidents, hypertension, cardiovascular disease, myocardial infarction, stroke, atrial fibrillation, insulin resistance, higher incidence of cancer, and neurodegeneration. Further research is being conducted on the potential of using biomarkers to understand which chronic diseases are associated with sleep apnea on an individual basis.
Treatment may include lifestyle changes, mouthpieces, breathing devices, and surgery. Effective lifestyle changes may include avoiding alcohol, losing weight, smoking cessation, and sleeping on one's side. Breathing devices include the use of a CPAP machine. With proper use, CPAP improves outcomes. Evidence suggests that CPAP may improve sensitivity to insulin, blood pressure, and sleepiness. Long term compliance, however, is an issue with more than half of people not appropriately using the device. In 2017, only 15% of potential patients in developed countries used CPAP machines, while in developing countries well under 1% of potential patients used CPAP. Without treatment, sleep apnea may increase the risk of heart attack, stroke, diabetes, heart failure, irregular heartbeat, obesity, and motor vehicle collisions.
OSA is a common sleep disorder. A large analysis in 2019 of the estimated prevalence of OSA found that OSA affects 936 million—1 billion people between the ages of 30–69 globally, or roughly every 1 in 10 people, and up to 30% of the elderly. Sleep apnea is somewhat more common in men than women, roughly a 2:1 ratio of men to women, and in general more people are likely to have it with older age and obesity. Other risk factors include being overweight, a family history of the condition, allergies, and enlarged tonsils.","here are the symptoms of sleep apnea separated by semicolons:

daytime sleepiness; snoring; non-restorative sleep; poor ventilation; sleep disruption; daytime tiredness; choking or snorting sound; lack of oxygen; high carbon dioxide levels; cheyne-stokes respiration"
G4732,Sleep apnea,"Sleep apnea (sleep apnoea or sleep apnœa in British English) is a sleep-related breathing disorder in which repetitive pauses in breathing, periods of shallow breathing, or collapse of the upper airway during sleep results in poor ventilation and sleep disruption. Each pause in breathing can last for a few seconds to a few minutes and often occurs many times a night. A choking or snorting sound may occur as breathing resumes. Common symptoms include daytime sleepiness, snoring, and non-restorative sleep despite adequate sleep time. Because the disorder disrupts normal sleep, those affected may experience sleepiness or feel tired during the day. It is often a chronic condition.
Sleep apnea may be categorized as obstructive sleep apnea (OSA), in which breathing is interrupted by a blockage of air flow, central sleep apnea (CSA), in which regular unconscious breath simply stops, or a combination of the two. OSA is the most common form. OSA has four key contributors; these include a narrow, crowded, or collapsible upper airway, an ineffective pharyngeal dilator muscle function during sleep, airway narrowing during sleep, and unstable control of breathing (high loop gain). In CSA, the basic neurological controls for breathing rate malfunction and fail to give the signal to inhale, causing the individual to miss one or more cycles of breathing. If the pause in breathing is long enough, the percentage of oxygen in the circulation can drop to a lower than normal level (hypoxemia) and the concentration of carbon dioxide can build to a higher than normal level (hypercapnia). In turn, these conditions of hypoxia and hypercapnia will trigger additional effects on the body such as Cheyne-Stokes Respiration.
Some people with sleep apnea are unaware they have the condition. In many cases it is first observed by a family member. An in-lab sleep study overnight is the preferred method for diagnosing sleep apnea. In the case of OSA, the outcome that determines disease severity and guides the treatment plan is the apnea-hypopnea index (AHI). This measurement is calculated from totaling all pauses in breathing and periods of shallow breathing lasting greater than 10 seconds and dividing the sum by total hours of recorded sleep. In contrast, for CSA the degree of respiratory effort, measured by esophageal pressure or displacement of the thoracic or abdominal cavity, is an important distinguishing factor between OSA and CSA.
A systemic disorder, sleep apnea is associated with a wide array of effects, including increased risk of car accidents, hypertension, cardiovascular disease, myocardial infarction, stroke, atrial fibrillation, insulin resistance, higher incidence of cancer, and neurodegeneration. Further research is being conducted on the potential of using biomarkers to understand which chronic diseases are associated with sleep apnea on an individual basis.
Treatment may include lifestyle changes, mouthpieces, breathing devices, and surgery. Effective lifestyle changes may include avoiding alcohol, losing weight, smoking cessation, and sleeping on one's side. Breathing devices include the use of a CPAP machine. With proper use, CPAP improves outcomes. Evidence suggests that CPAP may improve sensitivity to insulin, blood pressure, and sleepiness. Long term compliance, however, is an issue with more than half of people not appropriately using the device. In 2017, only 15% of potential patients in developed countries used CPAP machines, while in developing countries well under 1% of potential patients used CPAP. Without treatment, sleep apnea may increase the risk of heart attack, stroke, diabetes, heart failure, irregular heartbeat, obesity, and motor vehicle collisions.
OSA is a common sleep disorder. A large analysis in 2019 of the estimated prevalence of OSA found that OSA affects 936 million—1 billion people between the ages of 30–69 globally, or roughly every 1 in 10 people, and up to 30% of the elderly. Sleep apnea is somewhat more common in men than women, roughly a 2:1 ratio of men to women, and in general more people are likely to have it with older age and obesity. Other risk factors include being overweight, a family history of the condition, allergies, and enlarged tonsils.","here are the symptoms separated by semicolons:

sleep apnea; daytime sleepiness; snoring; non-restorative sleep; sleepiness during the day; car accidents risk; hypertension; cardiovascular disease risk; myocardial infarction risk; stroke risk; atrial fibrillation risk; cancer incidence; neurodegeneration risk"
G4733,Sleep apnea,"Sleep apnea (sleep apnoea or sleep apnœa in British English) is a sleep-related breathing disorder in which repetitive pauses in breathing, periods of shallow breathing, or collapse of the upper airway during sleep results in poor ventilation and sleep disruption. Each pause in breathing can last for a few seconds to a few minutes and often occurs many times a night. A choking or snorting sound may occur as breathing resumes. Common symptoms include daytime sleepiness, snoring, and non-restorative sleep despite adequate sleep time. Because the disorder disrupts normal sleep, those affected may experience sleepiness or feel tired during the day. It is often a chronic condition.
Sleep apnea may be categorized as obstructive sleep apnea (OSA), in which breathing is interrupted by a blockage of air flow, central sleep apnea (CSA), in which regular unconscious breath simply stops, or a combination of the two. OSA is the most common form. OSA has four key contributors; these include a narrow, crowded, or collapsible upper airway, an ineffective pharyngeal dilator muscle function during sleep, airway narrowing during sleep, and unstable control of breathing (high loop gain). In CSA, the basic neurological controls for breathing rate malfunction and fail to give the signal to inhale, causing the individual to miss one or more cycles of breathing. If the pause in breathing is long enough, the percentage of oxygen in the circulation can drop to a lower than normal level (hypoxemia) and the concentration of carbon dioxide can build to a higher than normal level (hypercapnia). In turn, these conditions of hypoxia and hypercapnia will trigger additional effects on the body such as Cheyne-Stokes Respiration.
Some people with sleep apnea are unaware they have the condition. In many cases it is first observed by a family member. An in-lab sleep study overnight is the preferred method for diagnosing sleep apnea. In the case of OSA, the outcome that determines disease severity and guides the treatment plan is the apnea-hypopnea index (AHI). This measurement is calculated from totaling all pauses in breathing and periods of shallow breathing lasting greater than 10 seconds and dividing the sum by total hours of recorded sleep. In contrast, for CSA the degree of respiratory effort, measured by esophageal pressure or displacement of the thoracic or abdominal cavity, is an important distinguishing factor between OSA and CSA.
A systemic disorder, sleep apnea is associated with a wide array of effects, including increased risk of car accidents, hypertension, cardiovascular disease, myocardial infarction, stroke, atrial fibrillation, insulin resistance, higher incidence of cancer, and neurodegeneration. Further research is being conducted on the potential of using biomarkers to understand which chronic diseases are associated with sleep apnea on an individual basis.
Treatment may include lifestyle changes, mouthpieces, breathing devices, and surgery. Effective lifestyle changes may include avoiding alcohol, losing weight, smoking cessation, and sleeping on one's side. Breathing devices include the use of a CPAP machine. With proper use, CPAP improves outcomes. Evidence suggests that CPAP may improve sensitivity to insulin, blood pressure, and sleepiness. Long term compliance, however, is an issue with more than half of people not appropriately using the device. In 2017, only 15% of potential patients in developed countries used CPAP machines, while in developing countries well under 1% of potential patients used CPAP. Without treatment, sleep apnea may increase the risk of heart attack, stroke, diabetes, heart failure, irregular heartbeat, obesity, and motor vehicle collisions.
OSA is a common sleep disorder. A large analysis in 2019 of the estimated prevalence of OSA found that OSA affects 936 million—1 billion people between the ages of 30–69 globally, or roughly every 1 in 10 people, and up to 30% of the elderly. Sleep apnea is somewhat more common in men than women, roughly a 2:1 ratio of men to women, and in general more people are likely to have it with older age and obesity. Other risk factors include being overweight, a family history of the condition, allergies, and enlarged tonsils.","here are the symptoms separated by semicolons:

daytime sleepiness; snoring; non-restorative sleep; poor ventilation; sleep disruption; obesity; high blood pressure; cardiovascular disease; myocardial infarction; stroke; atrial fibrillation; insulin resistance; cancer; neurodegeneration; irregular heartbeat; motor vehicle collisions."
